Categoria	Moneda	RatingVendedor	Duracion	DiaSemana	PrecioInicial	PrecioCierre	Competitiva?	subasta	c2d_RatingVendedor_1	c2d_Duracion_1	c2d_PrecioInicial_1	c2d_PrecioCierre_1	c2d_Competitiva?_1	pred_SpvInstance_1	pred_SpvInstance_2
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	2.75	2.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Coins/Stamps	US	5564	7	Sat	2.79	2.79	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
EverythingElse	GBP	232	3	Thu	5.34	5.34	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Books	US	638	3	Sat	2.99	2.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	EUR	315	7	Sat	3.68	3.68	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Coins/Stamps	GBP	3380	7	Thu	5.34	5.34	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Coins/Stamps	GBP	3380	7	Thu	5.34	5.34	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Coins/Stamps	GBP	3380	7	Thu	5.34	5.34	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	3385	7	Sat	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	3613	7	Sun	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Coins/Stamps	US	5564	7	Fri	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Coins/Stamps	US	5564	7	Fri	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	9003	7	Sun	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
EverythingElse	US	9003	7	Mon	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
SportingGoods	US	9003	7	Sun	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	US	9003	7	Mon	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	25433	7	Sat	2.99	2.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	3277	3	Sun	3	3	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
Toys/Hobbies	US	3277	3	Sun	3	3	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
Music/Movie/Game	GBP	197	7	Thu	5.35	5.35	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	EUR	618	7	Mon	3.69	3.69	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	GBP	2189	7	Thu	5.35	5.35	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	2696	7	Mon	3	3	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	GBP	1842	10	Thu	5.35	5.35	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	GBP	1842	10	Thu	5.35	5.35	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	US	4390	7	Fri	3.27	3.27	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Business/Industrial	US	1265	7	Sat	3.35	3.35	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Business/Industrial	US	1266	7	Sun	3.35	3.35	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	945	7	Sun	3.49	3.49	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Fri	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Fri	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Fri	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Fri	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Fri	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Fri	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Fri	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Fri	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Sat	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Sun	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Sun	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Sun	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Mon	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Mon	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Tue	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	2349	7	Tue	3.6	3.6	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	3385	7	Sat	3.75	3.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	3.75	3.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	3.75	3.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	9003	5	Sat	3.89	3.89	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	US	9003	7	Mon	3.89	3.89	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Books	US	638	5	Mon	3.99	3.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	EUR	141	7	Fri	4.91	4.91	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	1155	7	Fri	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sat	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Tue	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Books	US	1464	7	Sun	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Books	US	1809	7	Sun	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	3613	7	Sun	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	US	3613	7	Sun	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	US	3613	7	Sun	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	US	3613	7	Sun	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	3613	7	Sun	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	3613	7	Sun	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Fri	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	9003	7	Sat	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	9003	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	9003	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	9003	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Home/Garden	US	9003	7	Sat	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	US	25433	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	US	25433	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	US	25433	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	US	25433	7	Mon	3.99	3.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3277	3	Sun	4	4	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
Collectibles	GBP	18	7	Thu	7.14	7.14	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Books	US	115	7	Sun	4	4	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	EUR	277	7	Sun	4.92	4.92	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	US	1265	7	Fri	4	4	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Books	EUR	321	10	Wed	4.92	4.92	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Pottery/Glass	US	5721	3	Sat	4.15	4.15	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	4.49	4.49	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	US	3277	3	Sun	4.5	4.5	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	4397	7	Sat	4.5	4.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4397	7	Sat	4.5	4.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4397	7	Sat	4.5	4.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	US	1266	7	Mon	4.89	4.89	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	3375	10	Thu	2.46	14.76	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	1059	5	Sat	4.95	4.95	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	4.95	4.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	4.95	4.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	4.95	4.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	4.95	4.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	4.95	4.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	US	4390	7	Fri	4.95	4.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	US	25433	7	Mon	4.95	4.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	US	25433	7	Mon	4.95	4.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	8100	1	Fri	4.99	4.99	0	NO	_NA_	_1_1.00	_NA_	_NA_	_1_0.00	SI	NO
Music/Movie/Game	US	50	3	Sat	4.99	4.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
SportingGoods	US	237	3	Sat	4.99	4.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4398	5	Sun	4.99	4.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	4398	5	Sun	4.99	4.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	4398	5	Mon	4.99	4.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	EUR	141	7	Thu	6.14	6.14	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	141	7	Thu	6.14	6.14	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	GBP	309	7	Thu	8.91	8.91	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	GBP	632	7	Thu	8.91	8.91	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	GBP	632	7	Thu	8.91	8.91	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	GBP	632	7	Thu	8.91	8.91	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	US	945	7	Sun	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Fri	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Fri	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Mon	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	1375	7	Sat	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	1375	7	Sat	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Automotive	GBP	1390	7	Thu	8.91	8.91	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Pottery/Glass	US	1809	7	Sun	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	3227	7	Sat	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	3227	7	Sun	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	US	4390	7	Mon	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	4397	7	Fri	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	4397	7	Sat	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4397	7	Fri	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4397	7	Sat	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4398	7	Tue	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	9003	7	Mon	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	9003	7	Mon	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	9003	7	Mon	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	9003	7	Mon	4.99	4.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	EUR	351	10	Tue	6.14	6.14	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Music/Movie/Game	GBP	365	10	Thu	8.91	8.91	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Coins/Stamps	EUR	1017	10	Wed	6.14	6.14	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	EUR	1634	10	Mon	6.14	6.14	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Music/Movie/Game	EUR	1634	10	Wed	6.14	6.14	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	EUR	533	3	Thu	6.15	6.15	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	3277	3	Sun	5	5	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
Toys/Hobbies	US	3277	3	Sun	5	5	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
SportingGoods	EUR	149	5	Tue	6.15	6.15	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	EUR	183	5	Sat	6.15	6.15	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	SI
Home/Garden	US	326	5	Mon	5	5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	673	7	Sun	5	5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	EUR	1853	7	Fri	6.15	6.15	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	1853	7	Fri	6.15	6.15	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	EUR	1853	7	Fri	6.15	6.15	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	2696	7	Mon	5	5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	5202	7	Mon	5	5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Books	EUR	5	10	Wed	6.15	6.15	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	EUR	183	10	Thu	6.15	6.15	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	NO
Books	EUR	294	10	Tue	6.15	6.15	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Business/Industrial	EUR	756	10	Tue	6.15	6.15	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	EUR	765	10	Sat	6.15	6.15	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	EUR	765	10	Sat	6.15	6.15	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	EUR	1853	10	Tue	6.15	6.15	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Antique/Art/Craft	US	4398	3	Sat	5.25	5.25	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	4397	7	Fri	5.25	5.25	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	US	4390	7	Mon	5.49	5.49	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	5.49	5.49	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	4398	5	Sun	5.5	5.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	EUR	58	7	Sun	6.76	6.76	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	NO
Antique/Art/Craft	US	4390	7	Mon	5.52	5.52	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
EverythingElse	US	1265	7	Fri	5.7	5.7	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
EverythingElse	US	1266	7	Mon	5.7	5.7	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	25433	3	Sun	5.75	5.75	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4398	5	Mon	5.75	5.75	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	5.75	5.75	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	US	25433	1	Fri	5.95	5.95	0	NO	_NA_	_1_1.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	GBP	265	1	Thu	10.69	10.69	0	NO	_NA_	_1_1.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	76	3	Sun	5.99	5.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	809	3	Sat	5.99	5.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	1215	5	Mon	5.99	5.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	3955	5	Mon	5.99	5.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	4398	5	Sun	5.99	5.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	US	25433	5	Mon	5.99	5.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Fri	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Fri	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sat	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Tue	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Books	US	2191	7	Mon	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	3227	7	Mon	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	US	4390	7	Mon	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	4397	7	Fri	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	14479	7	Sun	5.99	5.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	EUR	1634	10	Mon	7.37	7.37	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Automotive	US	10067	3	Sat	6	6	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	EUR	657	10	Tue	7.38	7.38	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Collectibles	EUR	1304	10	Fri	7.38	7.38	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	EUR	1304	10	Fri	7.38	7.38	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	EUR	637	10	Tue	3.56543	15.86	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	EUR	2168	7	Fri	3.62884	15.93	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
