Cod_Sexo,EstCivil,Carrera,Edad,ALG_GEO_ANALITICA_I,ALG_GEO_ANALITICA_II,ANALISIS_MAT_I,ANALISIS_MAT_II,COMPUTACION_NIV_I,ELEMENTOS_PROG_I,MAT_DISCRETA,QUIMICA_GRAL,TECN_ING_SOC,SIST_REP,INGLES_TECN_I,FISICA_I,TICs,Situacion
1,1,201,20,[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Final Reprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,20,[Cursada Promocionada],[No_Cursada],[Cursada Aprobada],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
2,1,201,20,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
2,1,201,19,[Final Reprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Final Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,19,[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,207,19,[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,203,20,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Reprobada],ABANDONO
2,1,207,20,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
2,1,203,20,[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,202,20,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,20,[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,20,[Final Aprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,20,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,20,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,203,20,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,202,20,[Cursada Promocionada],[Cursada Promocionada],[Final Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,203,20,[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,20,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Final Ausente],NO_ABANDONO
1,1,203,20,[Final Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Final Aprobada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
2,1,207,20,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,19,[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[No_Cursada],[No_Cursada],[No_Cursada],[Final Ausente],NO_ABANDONO
1,1,201,20,[Cursada Reprobada],[No_Cursada],[Final Reprobada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,20,[Cursada Reprobada],[No_Cursada],[Cursada Aprobada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Final Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,202,20,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
2,1,201,20,[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,201,19,[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Final Reprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,201,19,[No_Cursada],[No_Cursada],[Final Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,20,[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,202,19,[No_Cursada],[No_Cursada],[Cursada Reprobada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],NO_ABANDONO
2,1,207,19,[Cursada Aprobada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],NO_ABANDONO
1,1,201,20,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[Cursada Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[Cursada Promocionada],[Cursada Aprobada],[Final Aprobada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,19,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,19,[Final Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Final Reprobada],[Cursada Ausente],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,201,19,[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],NO_ABANDONO
1,1,202,20,[Cursada Reprobada],[No_Cursada],[Final Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],NO_ABANDONO
2,1,201,19,[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Aprobada],[No_Cursada],[Cursada Aprobada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Final Aprobada],NO_ABANDONO
1,1,201,19,[Final Aprobada],[No_Cursada],[Cursada Aprobada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,20,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,201,20,[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Aprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,20,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,20,[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,202,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,203,19,[Final Aprobada],[Cursada Aprobada],[Final Reprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Final Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Aprobada],NO_ABANDONO
2,1,201,20,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,202,20,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[Final Reprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,202,19,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,201,19,[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Final Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,202,20,[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,207,19,[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,19,[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],NO_ABANDONO
1,1,207,20,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
2,1,203,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Aprobada],[Final Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
2,1,201,19,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,202,19,[Cursada Aprobada],[Cursada Aprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Final Ausente],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,203,18,[Final Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[Final Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Final Ausente],[No_Cursada],[No_Cursada],NO_ABANDONO
2,1,201,19,[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[Final Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,201,19,[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Final Aprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,201,19,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Final Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,202,21,[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Final Ausente],[No_Cursada],[Final Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,19,[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],NO_ABANDONO
2,1,203,19,[Cursada Reprobada],[Final Ausente],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[Cursada Ausente],[Cursada Ausente],NO_ABANDONO
2,1,203,19,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[Cursada Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,202,19,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,203,19,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Final Aprobada],NO_ABANDONO
1,1,201,19,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Ausente],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
2,1,201,19,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,203,19,[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Final Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,19,[Cursada Promocionada],[Cursada Aprobada],[Final Reprobada],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,207,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,19,[Cursada Aprobada],[No_Cursada],[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Final Aprobada],NO_ABANDONO
1,1,201,19,[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Aprobada],[Cursada Ausente],[Cursada Reprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],NO_ABANDONO
1,1,201,19,[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],NO_ABANDONO
1,1,203,19,[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],NO_ABANDONO
1,1,202,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
